RANKING,OWNERNAME,OWNERID,CHAMPIONSHIPTYPE,LEADINGEARNERHORSE,TOTALOWNERCHAMPIONSHIPWINS,TOTALOWNERCHAMPIONSHIPSRUNS,TOTALOWNERPRIZEMONEYWON
2953,"Heart of the South Racing 108",1123324,FLAT,"Aiguillette (GB)",0,4,1694.25
2954,"Mr Pierce Gerard Molony",547384,FLAT,"Doctor Mozart (IRE)",0,6,1675.78
2955,"Mr B. Smart",527365,FLAT,"Palazzo (GB)",0,3,1668.90
2956,"Mrs Belinda Wickens",1136544,FLAT,"Dourado (IRE)",0,4,1668.90
2957,"Danny Fantom Racing Ltd",1156885,FLAT,"Jackamundo (FR)",0,11,1663.10
2958,"Botham and Hutchinson",1114320,FLAT,"Glen Esk (GB)",0,3,1661.08
2959,"Inhurst Players",983792,FLAT,"Global Acclamation (GB)",0,5,1661.08
2960,"The Bottom Liners & Mrs R. Carr",1031164,FLAT,"Swiss Ace (GB)",0,5,1661.00
2961,"Mr H. Thornton & Mr P. T. Midgley",1120320,FLAT,"Ballintoy Harbour (IRE)",0,7,1660.80
2962,"J. Carrick&Clarendon Thoroughbred Racing",1057474,FLAT,"Briardale (IRE)",0,2,1660.46
2969,"Mr Russell Jones",1085157,FLAT,"Pedro And The Bear (IRE)",0,6,1646.34
2970,"Mr B. Preece",969996,FLAT,"Mintana (GB)",0,8,1644.08
2971,"Cooper & Webb",1151294,FLAT,"Menin Gate (IRE)",0,12,1640.50
2972,"Mr Scott Thompson",1149384,FLAT,"Velvet And Steel (USA)",0,7,1637.46
2974,"Mr A. M. Caygill",1083361,FLAT,"Glory Call (IRE)",0,9,1631.40
2977,"Mr Mel Roberts & Ms Nicola Meese 1",983677,FLAT,"Carbonado (GB)",0,3,1622.40
2978,"Mr C Norman & Mr F McKay",1163166,FLAT,"Warhol (IRE)",0,4,1622.40
2979,"Mr W Enticknap & Mr B Ralph",1141536,FLAT,"Got No Dollars (IRE)",0,3,1618.72
2980,"Mr N. Tinkler",561414,FLAT,"Ginger Jam (GB)",0,3,1618.72
2981,"Mr C. A. Blyth",1094760,FLAT,"Cazeva Princess (GB)",0,5,1618.72
2982,double-r-racing.com,909847,FLAT,"Elementofsurprise (GB)",0,6,1614.40
2984,"The McMurray Family",1156201,FLAT,"Happy Romance (IRE)",0,4,1614.00
2985,"John and Tony Jarvis and Partner",1126640,FLAT,"International Law (GB)",0,6,1612.38
2987,"The Auckland Lodge Partnership",1143714,FLAT,"Macho Pride (IRE)",0,5,1605.76
2988,"Mr Anthony White",550746,FLAT,"Millie The Minx (IRE)",0,14,1605.76
2989,"Philip Banfield & Dominic ffrench Davis",1155528,FLAT,"James Park Woods (IRE)",0,4,1602.87
2990,"Mr W. Dennison",504493,FLAT,"Thunderhill (IRE)",0,5,1587.02
2993,"R J H Limited and Ruth Carr",1153673,FLAT,"Athmad (IRE)",0,4,1577.12
2994,"NAS Syndicate",1169633,FLAT,"Viadelamore (IRE)",0,2,1572.32
2995,"The Adlestrop Club",814400,FLAT,"Tulane (IRE)",0,5,1572.32
2996,"Aviatica Bloodstock Limited",1168979,FLAT,"Afta Party (IRE)",0,1,1571.70
2998,"The Busby Partnership",1058699,FLAT,"Busby (IRE)",0,5,1568.00
2999,"La Grange Partnership",1050543,FLAT,"Muhtashim (GB)",0,10,1568.00
3000,"Mr Markus Graff",710795,FLAT,"Casi Crudo (GB)",0,3,1565.98
3001,"Royale Racing Syndicate",1107434,FLAT,"Equion (GB)",0,3,1562.81
3003,"Mr Paul Tait",1155071,FLAT,"Lednikov (GB)",0,3,1559.64
3004,"Mr Mohammed Al Suboosi",1013268,FLAT,"Ezaj (GB)",0,6,1559.64
3005,"Mr Eamon Spain",781089,FLAT,"Last Date (GB)",0,7,1555.32
3006,"Christine Dunnett Racing (Arryzona)",711622,FLAT,"Shyjack (GB)",0,11,1548.70
3007,"W. H. & Mrs J. A. Tinning & Mrs C Wallis",1104635,FLAT,"Whitwell (GB)",0,3,1546.96
3008,"Manor Farm Stud & Partner",1114183,FLAT,"Aish (GB)",0,5,1544.66
3010,"Mrs U. M. Loughrey",1129634,FLAT,"Iskaheen (IRE)",0,4,1538.32
3011,"Paul Nicholas / M S Saunders",1116343,FLAT,"Joy Choi (IRE)",0,5,1538.32
3012,"Rowley Racing",791743,FLAT,"Sophar Sogood (IRE)",0,5,1538.32
3013,"Barratt Racing",1086532,FLAT,"Chief Little Hawk (USA)",0,3,1537.45
3016,"Mrs Claire Bonner",804458,FLAT,"A Shining Moon (IRE)",0,4,1521.60
3017,"Robert & Sheila Bradley & Mike Hammond",1140772,FLAT,"Saluti (IRE)",0,5,1521.60
3018,"Peter R Ball & Gentech Products Ltd",1138470,FLAT,"Richard R H B (IRE)",0,2,1520.75
3019,"Mr W. A. Robinson",1046159,FLAT,"Scale Force (GB)",0,6,1510.94
3020,"Mr Terry Warner",552373,FLAT,"Gumball (FR)",0,1,1510.00
3022,"Caldwell Construction Ltd",1175196,FLAT,"Pied Piper (GB)",0,1,1510.00
3023,"HP Racing On To Victory",1110291,FLAT,"On To Victory (GB)",0,2,1510.00
3024,"Mr A. Nevin",834303,FLAT,"Victory Chime (IRE)",0,5,1510.00
3025,"Mr R. M. Brilley",1045988,FLAT,"Keep Me Happy (GB)",0,3,1508.92
3026,"Imperial Racing, J. Blackburn & G. Tuer",1172579,FLAT,"Lituus (IRE)",0,3,1502.58
3027,"Ushers Court",934730,FLAT,"Liberty Bay (GB)",0,8,1500.00
3028,"Mrs D. Jefferson",1152632,FLAT,"Bellevue Lad (GB)",0,8,1500.00
3029,"The Vital Sparks",963424,FLAT,"Milliemix (GB)",0,11,1500.00
3030,"Brownsbarn Thoroughbreds",1177565,FLAT,"Counterattack (GB)",0,6,1483.56
3031,"Mrs David Nagle",527655,FLAT,"Red Lacewing (IRE)",0,1,1479.50
3034,"The PQD Partnership",959040,FLAT,"Top Attraction (GB)",0,4,1474.92
3035,"Mr I A Southcott",520294,FLAT,"Swell Song (GB)",0,6,1474.92
3037,"The Haydock Badgeholders",749657,FLAT,"Buachaill (IRE)",0,9,1474.92
3038,"Newton Barn Racing",1136137,FLAT,"Newton Jack (GB)",0,6,1472.90
3039,"St Albans Bloodstock Ltd & Associates",1112792,FLAT,"Prejudice (GB)",0,1,1472.40
3041,"Diskovery Partnership IX",1166048,FLAT,"Ellen Clacy (GB)",0,5,1466.56
3042,"Sir Thomas Pilkington",552048,FLAT,"Op It (IRE)",0,3,1460.22
3044,"Mr Kumar Rummun",1167969,FLAT,"Anificas Beauty (IRE)",0,6,1455.90
3048,"Deva Racing (CA)",1163675,FLAT,"Costa Adeje (IRE)",0,4,1443.22
3049,"Alan & Christine Bright",1055551,FLAT,"Fast Danseuse (IRE)",0,3,1434.86
3050,"fighting chance syndicate",1166629,FLAT,"Quarter Blue (GB)",0,4,1434.86
3052,"Manor House Racing & Owen",1163703,FLAT,"Noteable (IRE)",0,3,1424.20
3053,"Ryedale Partners No 7",819471,FLAT,"Regal Mirage (IRE)",0,3,1420.72
3054,"Mr W. Frewen",727954,FLAT,"Titian (IRE)",0,2,1414.36
3056,"Mr A Pollock & Mr H Jones",1151740,FLAT,"Sun Hill (GB)",0,8,1411.52
3057,"Varian Racing V",1149054,FLAT,"Kratos (GB)",0,3,1409.50
3060,"Owners Group 067",1158059,FLAT,"Wurlitzer (GB)",0,2,1407.48
3061,"Anna Bilton",1158198,FLAT,"Invincible Soldier (IRE)",0,3,1403.16
3062,"Mr Robin Oliver",1058130,FLAT,"Khatwah (IRE)",0,1,1398.80
3063,"Mrs D. Dalby & Harrowgate Bloodstock Ltd",1120405,FLAT,"Henery Hawk (GB)",0,4,1396.82
3064,"Jamie Perkins & Partner",1156281,FLAT,"Kanakam (GB)",0,1,1394.80
3066,"Whites Property Limited",1017308,FLAT,"Camacho Man (IRE)",0,1,1394.25
3067,"Newstart Partnership",1032780,FLAT,"Billy Dylan (IRE)",0,1,1394.25
3068,"Paul & Catriona Brocklehurst Bloodstock",1161965,FLAT,"Sugar Candie (GB)",0,1,1394.25
3070,"Mrs M. Gittings-Watts",829907,FLAT,"Frame Rate (GB)",0,2,1394.25
3071,"The Giddy Gang",964707,FLAT,"But You Said (IRE)",0,2,1394.25
3072,"Middleham Park Racing LXXV",1069742,FLAT,"Martha Edlin (GB)",0,2,1394.25
3073,"Middleham Park Racing XL",915647,FLAT,"Keep Right On (IRE)",0,3,1394.25
3075,"Mr David Tate",549096,FLAT,"Billy Wedge (GB)",0,3,1394.25
3077,"New Vision Bloodstock",1113828,FLAT,"General Sago (IRE)",0,5,1394.25
3080,"Louise & Glen Mitton and Partners",1169468,FLAT,"Big Dutchie (IRE)",0,6,1386.16
3081,"Cooke & Millen",1086720,FLAT,"Ilhabela Fact (GB)",0,3,1382.12
3083,"Riverside Racing Syndicate",1135251,FLAT,"Ironopolis (IRE)",0,3,1369.44
3085,"The Demoiselle Bond Partnership",1034023,FLAT,"Tara (GB)",0,3,1368.90
3087,"Mr Harvey Bastiman",551590,FLAT,"Hayadh (GB)",0,2,1365.12
3088,"Edwards, Rush & Camacho",1166927,FLAT,"Mister Falsetto (GB)",0,3,1365.12
3090,"Richard Kent & Richard & Pam Dawson",1149101,FLAT,"Fabiosa (GB)",0,4,1360.80
3092,"The Diamond Cutters",1174032,FLAT,"Diamond Cutter (GB)",0,4,1348.12
3093,"Griffiths and mr john fox",1103641,FLAT,"Lucky Beggar (IRE)",0,6,1348.12
3096,"Shaikh Duaij Al Khalifa",1091196,FLAT,"Aswan (IRE)",0,4,1343.56
3098,"Mr Dave Harris",726709,FLAT,"Masterdream (FR)",0,1,1318.72
3100,"The Fantasy Fellowship B",806729,FLAT,"Fantasy Master (GB)",0,2,1318.72
3101,"Mr Roger Peel",715099,FLAT,"Princess Savannah (GB)",0,5,1318.72
3102,"Liz Dixon & Shelagh Fagen",1123543,FLAT,"Miss Calculation (IRE)",0,5,1318.72
3103,"Mr D. W. Fox",1011367,FLAT,"Saint Riquier (FR)",0,2,1314.40
3104,"Zen Racing",847330,FLAT,"Titanium Moon (GB)",0,2,1314.40
3106,"Mr Mickey Bowen",1037236,FLAT,"Emraan (IRE)",0,7,1312.20
3109,"Mr D. E. Edwards",505229,FLAT,"Jacks Profit (IRE)",0,3,1301.72
3110,"Hunting Hill Racing & Les Eyre",1166725,FLAT,"Crossbeau (IRE)",0,3,1299.70
3111,"The Queens",1103215,FLAT,"No News (IRE)",0,3,1299.64
3112,"Mr B Homewood & Partner",1127557,FLAT,"Voi (GB)",0,4,1297.40
3113,"Lech Racing Ltd",1126995,FLAT,"Time To Burn (IRE)",0,5,1297.40
3114,"Tip of The Sword Racing",1148763,FLAT,"Sir Duke (GB)",0,7,1297.40
3115,"Six Too Many",998949,FLAT,"Cluedo (IRE)",0,3,1293.36
3116,"HP Racing The Princes Poet",1151679,FLAT,"The Princes Poet (GB)",0,4,1293.36
3117,"KREMLIN COTTAGE IX",1139777,FLAT,"Good Soul (GB)",0,4,1293.36
3120,"Mrs Philip Snow & Partners",1088142,FLAT,"Tomfre (GB)",0,6,1283.50
3122,"Mr S. P. Hudson & Mr Brian Rothwell",1120160,FLAT,"Turbulent Power (GB)",0,11,1280.68
3123,"Mr Terence Elsey",814831,FLAT,"Qweldryk (IRE)",0,6,1274.06
3125,"six franks",1158566,FLAT,"State Crown (IRE)",0,1,1268.00
3129,"David, Ben & Thomas Lockwood 1",1164745,FLAT,"Eclairant Le Monde (GB)",0,3,1268.00
3133,"Northway Lodge Racing",994637,FLAT,"Long Call (GB)",0,4,1261.66
3134,"Muir Racing Partnership - Saint Cloud",1116089,FLAT,"New Dayrell (GB)",0,2,1255.32
3135,"Mr Paul G. Jacobs and Wetumpka Racing",1170964,FLAT,"Stonking (GB)",0,2,1255.32
3137,"Martin & Valerie Slade & Partner",1032530,FLAT,"Grenham Bay (IRE)",0,2,1255.32
3139,"M J Refrigeration Transport Ltd",1162495,FLAT,"Imperial Command (IRE)",0,2,1251.00
3141,"T W Morley & Regents Racing",1125475,FLAT,"Revolutionise (IRE)",0,6,1251.00
3142,"Mrs E Avery & Mr G L Moore",1143734,FLAT,"Klip Klopp (GB)",0,5,1248.70
3144,"Mr Ivis Sze",1130377,FLAT,"Lost of Love (GB)",0,4,1244.66
3145,"Mr Manfredini & Partner",1116270,FLAT,"Night Glass (IRE)",0,4,1244.66
3147,"Mr Raymond Treacy",1100058,FLAT,"Ailish T (GB)",0,4,1238.32
3148,"Ms Romana Grubmuller",1161060,FLAT,"Rose Camira (GB)",0,5,1238.32
3150,"Ingham Racing Syndicate",1006020,FLAT,"Tashgheel (IRE)",0,9,1238.32
3151,"Watts & Spooner 1",1149690,FLAT,"Amnaa (GB)",0,3,1236.30
3152,"Mr J. J. Bridger",547435,FLAT,"Lethal Blast (GB)",0,5,1236.30
3153,"Ansells of Watford",532094,FLAT,"Holdenhurst (GB)",0,5,1236.30
3154,"Mr Charles Jones",1140668,FLAT,"Mi Capricho (IRE)",0,5,1231.98
3155,"Mr A. Taylor",719497,FLAT,"Jerriais (GB)",0,6,1229.96
3156,"M Kerr-Dineen, M Hughes & W Eason",1059934,FLAT,"Shockwaves (GB)",0,3,1225.64
3157,"C Rosier & Partner",1164781,FLAT,"Capote's Dream (IRE)",0,4,1221.00
3158,"Wolf Pack 4 & Maximum Racing",1172627,FLAT,"Politics (IRE)",0,6,1212.96
3159,"Mr William Stobart",1015356,FLAT,"Witch Hunter (FR)",0,3,1208.00
3160,"RJH LTD and D Stone",1139204,FLAT,"Vaccine (IRE)",0,4,1208.00
3161,"The OAP Partnership (Mr J. Segust)",1115006,FLAT,"Meisterzinger (IRE)",0,4,1206.62
3162,Delancey,1040020,FLAT,"Graignes (FR)",0,2,1206.00
3163,"Aidan J Ryan & partner",1125981,FLAT,"Lady Mojito (IRE)",0,1,1204.60
3164,"Mr S Laffan",1027392,FLAT,"Dandy's Diva (IRE)",0,4,1200.00
3165,"Horseshoe Bay",1168688,FLAT,"Homemade Andrea (IRE)",0,4,1200.00
3166,"Owners Group 088",1170766,FLAT,"Nickleby (IRE)",0,6,1200.00
3167,"Mr Ross Deacon",1113572,FLAT,"Couldn't Could He (GB)",0,8,1200.00
3168,"Mr R Abbott & Mr M Stavrou",1045829,FLAT,"Olympic Honour (FR)",0,2,1194.12
3169,"Mr Frank Brady",540914,FLAT,"Humble Spark (IRE)",0,6,1192.60
3170,"Mr Martin Breeze",1170096,FLAT,"Lord P (GB)",0,4,1191.92
3172,"Nigel Scandrett & Shane Buy ",1140337,FLAT,"The Thames Boatman (GB)",0,2,1185.58
3173,"Mr Kieran Johns",1086959,FLAT,"Humaniste (IRE)",0,3,1174.92
3174,"Friends of Ebony Horse Club",1163470,FLAT,"Desert Land (IRE)",0,3,1174.92
3175,"The Blazing Optimists",1107810,FLAT,"Blazon (GB)",0,4,1174.92
3176,"Mrs J. Evans",701085,FLAT,"Bungle Bay (IRE)",0,4,1174.92
3177,"Mr K Sohi & Partner",1164027,FLAT,"Mogilevich (FR)",0,5,1174.92
3179,"Mr Gerry McGladery & Partner",1145821,FLAT,"Merhoob (IRE)",0,1,1172.90
3180,"Canning Downs, Farrington & Manton Park",1161799,FLAT,"Object (GB)",0,2,1172.90
3182,"Mr David Fremel",820337,FLAT,"Universal Grace (GB)",0,4,1162.24
3183,"Mrs J Magnier M Tabor D Smith Westerberg",1169053,FLAT,"Grand Central (GB)",0,7,1162.24
3184,"Dr H. Tayton-Martin",1121454,FLAT,"Cape Cornwall Rose (IRE)",0,4,1149.56
3185,"John Rhodes & Peter Timmins",1118764,FLAT,"One More Try (IRE)",0,3,1143.22
3187,"Middleham Park Racing LXXXIV",1075324,FLAT,"Blue Yonder (FR)",0,3,1141.20
3188,"Mr A.Abukhadra",1169919,FLAT,"Lady Loulou (IRE)",0,3,1141.20
3190,"Davies, Govier, Brown and Partner",1165596,FLAT,"Salcombe Storm (GB)",0,2,1134.86
3191,"Hankers and Maccas",1090136,FLAT,"Tuddenham Mill (IRE)",0,2,1124.20
3192,"Mr D. S. Lee",965540,FLAT,"Katyusha (GB)",0,5,1124.20
3195,"Mr C. J. Murfitt",797022,FLAT,"Limited Ability (GB)",0,3,1122.18
3196,"Mr P Bamford  & The Roses Partnership",1129078,FLAT,"Jumhoor (GB)",0,7,1119.88
3197,"Middleham Park Racing XX and Partner",1165411,FLAT,"Ain't No Sunshine (IRE)",0,3,1117.40
3198,"The Horses Mouth Racing Club",1161037,FLAT,"Desert Cat (GB)",0,2,1111.52
3199,"D M Caslin & Partner",1132923,FLAT,"She's A Deva (GB)",0,5,1111.52
3201,"Highclere Thoroughbred Racing - Lavender",1170467,FLAT,"Brides Bay (IRE)",0,4,1107.20
3202,"Mr Gareth Cheshire",504222,FLAT,"Alioski (GB)",0,4,1107.20
3204,"Mr J. P. G. Hamilton",544674,FLAT,"Turbo Command (IRE)",0,3,1100.86
3206,"Marchwood Aggregates",806069,FLAT,"Further Measure (USA)",0,1,1096.82
3209,"Sir Peter Vela",510955,FLAT,"Tasman Bay (FR)",0,3,1076.00
3210,"T. J. Kent",533066,FLAT,"Coco's Dream (GB)",0,9,1073.48
3211,"Miss Sarah Hoyland",1102210,FLAT,"Fortuna Dufflecoat (GB)",0,5,1067.08
3212,"Mr Jonathan Thomas",1140017,FLAT,"Ladypacksapunch (GB)",0,1,1065.12
3213,"Mr L. A. Mullaney",540650,FLAT,"Our Little Pony (GB)",0,2,1065.12
3214,"Mr Michael Buckley and Mrs Paul Shanahan",1116044,FLAT,"Serenity (IRE)",0,2,1065.12
3215,"Mr A. McCormack",1056240,FLAT,"Prince Hector (IRE)",0,3,1065.12
3219,"Mrs Victoria Machen",1066221,FLAT,"Peerless (IRE)",0,5,1062.82
3221,"Mr George Materna",545123,FLAT,"You're Hired (GB)",0,4,1057.00
3222,"Owners Group 079",1162895,FLAT,"Pearl Warrior (GB)",0,3,1054.46
3223,"Dan Maltby Bloodstock Ltd & Mr B. Smart",1120278,FLAT,"Wrenthorpe (GB)",0,4,1054.46
3224,"Mrs Liz Gardner",1009903,FLAT,"Julie Johnston (GB)",0,3,1052.44
3225,"Crofters Racing Syndicate",1135802,FLAT,"Amal (IRE)",0,4,1048.12
3226,"Reality Partnerships X",1111501,FLAT,"Dan de Light (IRE)",0,8,1048.12
3227,"Pau-Perth Partnership & Mrs E Burke",1129421,FLAT,"Unitarian (GB)",0,5,1039.46
3229,"WLT Racing Syndicate",1172170,FLAT,"Sufi (GB)",0,3,1037.46
3230,"B Allen, G Hill & N Wagland",1063956,FLAT,"Adaay Atatime (IRE)",0,5,1037.46
3231,"Miss K. Squance",954954,FLAT,"Man On A Mission (GB)",0,5,1037.46
3232,"Mr M. Pattinson",717818,FLAT,"Perfect Symphony (IRE)",0,6,1037.46
3233,"Mrs Doreen M. Swinburn",514103,FLAT,"City of Life (GB)",0,8,1037.46
3236,"Mrs Freda Moody and Mr Bryan Smart",1151892,FLAT,"Regimento (GB)",0,4,1024.78
3238,"Chris Kelly Developments Ltd",1164284,FLAT,"Gold Medal (GB)",0,5,1022.76
3240,"Nick Bradley Racing 23",1106082,FLAT,"Ascending Glory (IRE)",0,1,1014.40
3247,"Mr K.M.Harris",1150595,FLAT,"Desert William (GB)",0,3,1014.40
3248,"Molly and Paul Willis",1171692,FLAT,"Run At Dawn (IRE)",0,4,1014.40
3250,"Mrs N. L. Naylor",806355,FLAT,"Kitty Pi (GB)",0,5,1014.40
3252,"Owners Group 092",1174487,FLAT,"Covert Mission (FR)",0,3,1012.10
3253,"Mr T. Barton",1145043,FLAT,"Dream Point (IRE)",0,9,1010.88
3254,Gangbusters,1119281,FLAT,"Cailin Saoirse (GB)",0,2,1010.08
3255,"The Philip Kirby Racing Club",1163468,FLAT,"Billian (IRE)",0,5,1005.76
3256,"Ged Martin Nick and Mrs R Carr",1125010,FLAT,"Van Zant (GB)",0,6,1005.76
3257,"Mr Michael & Lady Jane Kaplan",1066437,FLAT,"Red Missile (IRE)",0,2,1001.72
3259,"Al Rabban Racing",1118395,FLAT,"Nasim (GB)",0,2,1001.05
3261,"PC Bloodstock & J S Moore",1156312,FLAT,"Papas Girl (IRE)",0,3,997.40
3263,"Roland M Wheatley",502855,FLAT,"Trusty Scout (IRE)",0,5,997.40
3264,"Gail Brown Racing (XIII)",1161193,FLAT,"Goldsmith (IRE)",0,3,984.72
3265,"The Lakota Partnership & Mrs Janie Blake",1126311,FLAT,"Miss Tiki (GB)",0,3,984.72
3266,"Mrs Susan Keable",701549,FLAT,"He's Our Star (IRE)",0,3,974.06
3267,"Mrs Ali Stronge",774850,FLAT,"Estrela Star (IRE)",0,4,974.06
3272,"Owners Group 075",1162450,FLAT,"Maple Jack (GB)",0,2,959.36
3275,"Satomi Horse Company Ltd",1139579,FLAT,"Satono Japan (JPN)",0,2,951.00
3276,"Nick Bradley Racing 35 & E Burke",1126133,FLAT,"Poppy Carrew (IRE)",0,4,951.00
3277,"Mr Nicholas Jonsson",1155628,FLAT,"Balgowan (IRE)",0,3,948.70
3278,"Away Days and Saxtead",1174906,FLAT,"Kelapa (GB)",0,3,948.70
3279,"J. H. Gumbley & Nigel Hawke Racing Club",1169726,FLAT,"My Rosa's Gold (GB)",0,4,948.70
3280,"GB Civil Engineering (Leicester) Ltd",1133242,FLAT,"Atyaaf (GB)",0,4,948.70
3281,"Hope Eden Racing Limited",1118368,FLAT,"Raffles Rebel (GB)",0,5,948.70
3282,"Keeper's 12",995802,FLAT,"Eagles Dare (GB)",0,5,948.70
3283,"Mr Paul Dean",510954,FLAT,"Mickey Mongoose (GB)",0,5,947.83
3284,"Syndicates.Racing I & Partner",1170440,FLAT,"Golden Mayflower (GB)",0,3,945.00
3286,"Chris Giles & Sandra Giles",1091501,FLAT,"Diamond Dandy (IRE)",0,5,940.34
3287,"Yorkshire Owners Racing Club 2",1154134,FLAT,"Gutsy Lady (IRE)",0,6,940.34
3288,"White Turf Racing UK",1006142,FLAT,"Berrahri (IRE)",0,1,938.32
3289,"Mr and Mrs Duckett",1139688,FLAT,"Just Albert (GB)",0,2,938.32
3290,"Bill Fraser & Adrian Pritchard",1118541,FLAT,"Billian (IRE)",0,3,938.32
3293,"Oakfield Racing",1091202,FLAT,"Cease And Desist (IRE)",0,4,938.32
3294,"Mrs J. Fowler",506720,FLAT,"Many Rivers (IRE)",0,3,934.00
3295,"Ontoawinner & Partner 1",1150505,FLAT,"Quiet Street (IRE)",0,4,934.00
3296,"Mr William Slattery",986295,FLAT,"Ansani (GB)",0,5,934.00
3297,"M Clarke, J Devine, P Munnelly & A Regan",1162468,FLAT,"Ladypacksapunch (GB)",0,1,925.64
3298,"Cavendish Bloodstock & Star Pointe",1153556,FLAT,"Blue Curacao (GB)",0,1,925.64
3299,"Mr S. Price",1101356,FLAT,"Magna Bella (GB)",0,2,925.64
3302,"Mr Osama Aldafea",1039458,FLAT,"Rawasi Almeydan (GB)",0,3,925.64
3304,"Mr Doug Graham",550860,FLAT,"Cheyenne Nation (IRE)",0,5,925.64
3305,"J Davies and Govier and Brown",1127696,FLAT,"Danehill Kodiac (IRE)",0,5,922.50
3307,"Ms H. N. Pinniger",1123616,FLAT,"Hammock (GB)",0,2,906.62
3308,"Brook Stud",46111,FLAT,"Dasho Lennie (GB)",0,1,906.00
3309,"Mrs A. M. Sturges",558873,FLAT,"Libbretta (GB)",0,3,900.00
3310,"Martin Griffiths",515929,FLAT,"Lunasa (IRE)",0,3,900.00
3311,"The Sussex Syndicate",900009,FLAT,"Galactic Glow (IRE)",0,4,900.00
3313,"Dearing Plastics Ltd & Mark Ingram",1166502,FLAT,"Whatwouldyouknow (IRE)",0,4,900.00
3314,"Mrs Rita Baker",1085454,FLAT,"Seven Springs (GB)",0,4,900.00
3315,"Twenty Four Carrot Racing",905264,FLAT,"Sid's Annie (GB)",0,4,900.00
3316,"Pete West & Christine Dunnett",1171582,FLAT,"Brazen Arrow (GB)",0,4,900.00
3319,"Mrs F A Veasey & G. B. Partnership",1104111,FLAT,"Havergate Island (GB)",0,5,900.00
3321,"K. W. Sneath",41126,FLAT,"Graffiti (GB)",0,5,900.00
3322,"Eventmasters Racing & J S Moore",1089743,FLAT,"Vaxholm (IRE)",0,6,900.00
3323,"Mr T. M. Jones",528259,FLAT,"Rules of Order (IRE)",0,6,900.00
3324,"Pete Smith & Phil Hart Racing",1102414,FLAT,"Bolly Bullet (IRE)",0,6,900.00
3325,"Mr E. A. Hayward",555193,FLAT,"Tabeeb (GB)",0,7,900.00
3326,"Mr Sylvester Kirk",608807,FLAT,"Diva Dancer (GB)",0,8,900.00
3327,"Alchemy Bloodstock",1004936,FLAT,"Rumourmonger (IRE)",0,8,900.00
3328,"BB Thoroughbreds",1143222,FLAT,"Waltzing Queen (IRE)",0,12,900.00
3329,"Ian Davison and Geoff Thompson",1162459,FLAT,"Red Warning (IRE)",0,6,895.96
3331,"Hambleton Racing Ltd XXXIX & Partner",1151797,FLAT,"Reel Prospect (IRE)",0,1,887.60
3335,"David Lowe and Mrs M Cantillon",1164505,FLAT,"Augmentarium (IRE)",0,5,886.45
3336,"South Yorkshire Building Solutions Ltd",1149199,FLAT,"Herbertandflorence (GB)",0,7,879.35
3337,"Theme Tune Partnership",967067,FLAT,"Love Poems (IRE)",0,1,874.92
3339,"El Borracho Syndicate",1153764,FLAT,"El Borracho (IRE)",0,1,874.92
3341,"Mr Damien G. Wingrove",1050395,FLAT,"Hey Pretty (IRE)",0,2,874.92
3342,"Betty's Brigade",791485,FLAT,"Lancashire Life (GB)",0,2,874.92
3343,"Ruby Red Racing",1175702,FLAT,"Bobby On The Beat (IRE)",0,3,874.92
3345,"Mount Pleasant Farm Syndicate",1151659,FLAT,"Lady Ziana (GB)",0,3,874.92
3346,"Green Pastures Farm",780228,FLAT,"Ower Starlight (GB)",0,4,874.92
3347,"The Secretly Hopeful Partnership",1071763,FLAT,"Rosequiano (GB)",0,4,874.92
3348,"Mr D. Milthorp",506978,FLAT,"Cool Spirit (GB)",0,7,874.92
3349,"Heath House Racing",979691,FLAT,"Celerity (IRE)",0,8,874.92
3352,"Hot To Trot Racing 1",791106,FLAT,"Sea Me Dance (GB)",0,1,862.24
3357,"Crimbourne Bloodstock",1088045,FLAT,"Golden Adler (GER)",0,3,862.24
3358,"Mr Paul Hancock",800730,FLAT,"Sigmund (IRE)",0,3,862.24
3362,"Mohammad Al Owaimer",1170006,FLAT,"Baaraka (GB)",0,4,862.24
3364,"Mr J. Law",512750,FLAT,"Westerton (IRE)",0,5,862.24
3365,"Miss S. Groves",1152665,FLAT,"Ricardo Ofworthing (IRE)",0,5,862.24
3366,"Mrs Caroline Louise Balmer and Partner",1177038,FLAT,"Beerenberg (GB)",0,1,849.56
3367,"Let's Be Lucky Racing 30",1160740,FLAT,"Can't Stop Now (IRE)",0,2,849.56
3368,"Dewhurst, Batters & JCH Bloodstock",1170063,FLAT,"Leopold Bloom (GB)",0,2,849.56
3369,"Mr B Padgett Racing",1117396,FLAT,"Anieres Girl (GB)",0,4,846.63
3370,"Ontoawinner, Bainbridge, Bolingbroke",1164326,FLAT,"Dash of Spice (GB)",0,2,845.60
3372,"Scuderia Archi Romani & Partner",1130482,FLAT,"Master of Colours (GB)",0,6,832.56
3373,"Bermuda Racing Ltd",1068764,FLAT,"Crystal Caves (FR)",0,6,832.56
3374,"Mr M. E. Sowersby",505065,FLAT,"Isla Diamonds (GB)",0,7,832.56
3375,"Hostages To Fortune",1153319,FLAT,"Soldier On Parade (GB)",0,2,824.20
3376,"PC Bloodstock",1142621,FLAT,"Papas Boy (IRE)",0,3,824.20
3377,"Ms Y Featherstone and Mrs M Mulhall",1123569,FLAT,"Bigbadboy (IRE)",0,1,811.52
